,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing,force,DayMonth
201624,Person search,2018-08-27 12:40:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201625,Person search,2018-08-27 12:40:00+00:00,False,,51.5146,-0.197113,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201626,Person search,2018-08-27 12:40:00+00:00,False,,51.517497,-0.210115,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201627,Person search,2018-08-27 12:40:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201628,Person search,2018-08-27 12:40:00+00:00,False,,51.511473,-0.200767,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201629,Person search,2018-08-27 12:40:00+00:00,False,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201630,Person search,2018-08-27 12:40:00+00:00,False,,51.521222,-0.20083,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201631,Person search,2018-08-27 12:40:00+00:00,False,,51.517497,-0.210115,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201632,Person search,2018-08-27 12:40:00+00:00,False,,51.517311,-0.207384,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201633,Person search,2018-08-27 12:40:00+00:00,False,,51.515226,-0.193975,Male,,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
201634,Person search,2018-08-27 12:40:00+00:00,False,,51.518615,-0.196839,Male,,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201635,Person search,2018-08-27 12:40:00+00:00,False,,51.521222,-0.20083,Male,18-24,White - Irish,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201636,Person search,2018-08-27 12:40:00+00:00,False,,51.521222,-0.20083,Male,18-24,Asian/Asian British - Pakistani,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
201637,Person search,2018-08-27 12:40:00+00:00,False,,51.520075,-0.201711,Male,,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201638,Person search,2018-08-27 12:40:00+00:00,False,,51.515226,-0.193975,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201639,Person search,2018-08-27 12:40:00+00:00,False,,51.521222,-0.20083,Male,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201640,Person search,2018-08-27 12:40:00+00:00,False,,51.522956,-0.193713,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201641,Person search,2018-08-27 12:41:00+00:00,False,,51.519429,-0.202948,Male,18-24,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201642,Person search,2018-08-27 12:41:00+00:00,False,,51.517497,-0.210115,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201643,Person search,2018-08-27 12:42:00+00:00,False,,51.517497,-0.210115,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201644,Person search,2018-08-27 12:42:00+00:00,False,,51.522956,-0.193713,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201645,Person search,2018-08-27 12:43:00+00:00,False,,51.517042,-0.19572,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201646,Person search,2018-08-27 12:43:00+00:00,False,,,,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201647,Person search,2018-08-27 12:43:00+00:00,False,,51.513452,-0.200834,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201648,Person search,2018-08-27 12:43:00+00:00,False,,51.521222,-0.20083,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201649,Person search,2018-08-27 12:43:00+00:00,False,,51.517333,-0.196515,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
201650,Person search,2018-08-27 12:43:00+00:00,False,,51.521222,-0.20083,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201651,Person search,2018-08-27 12:43:00+00:00,False,,51.517042,-0.19572,Male,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
201652,Person search,2018-08-27 12:44:00+00:00,False,,51.521222,-0.20083,Male,18-24,Asian/Asian British - Indian,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201653,Person search,2018-08-27 12:44:00+00:00,False,,51.486313,-0.159095,Male,18-24,Mixed/Multiple ethnic groups - White and Black African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201654,Person search,2018-08-27 12:44:00+00:00,False,,51.519429,-0.202948,Male,18-24,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201655,Person search,2018-08-27 12:44:00+00:00,False,,51.522956,-0.193713,Male,25-34,White - Any other White background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201656,Person search,2018-08-27 12:44:00+00:00,False,,51.522956,-0.193713,Male,,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201657,Person search,2018-08-27 12:45:00+00:00,False,,51.519429,-0.202948,Male,25-34,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201658,Person search,2018-08-27 12:45:00+00:00,False,,51.517851,-0.20678600000000005,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201659,Person search,2018-08-27 12:45:00+00:00,False,,51.517851,-0.20678600000000005,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201660,Person search,2018-08-27 12:45:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201661,Person search,2018-08-27 12:45:00+00:00,False,,51.521222,-0.20083,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201662,Person search,2018-08-27 12:45:00+00:00,False,,51.521222,-0.20083,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201663,Person search,2018-08-27 12:45:00+00:00,False,,51.517851,-0.20678600000000005,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201664,Person search,2018-08-27 12:45:00+00:00,False,,51.521222,-0.20083,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201665,Person search,2018-08-27 12:45:00+00:00,False,,51.522956,-0.193713,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201666,Person search,2018-08-27 12:45:00+00:00,False,,51.520075,-0.201711,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201667,Person search,2018-08-27 12:45:00+00:00,False,,51.521222,-0.20083,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201668,Person search,2018-08-27 12:45:00+00:00,False,,51.515216,-0.206183,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Penalty Notice for Disorder,,,018-08-metropolitan,27/8/2018
201669,Person search,2018-08-27 12:45:00+00:00,False,,51.501853,-0.184577,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Community resolution,,,018-08-metropolitan,27/8/2018
201670,Person search,2018-08-27 12:45:00+00:00,False,,51.517497,-0.210115,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201671,Person search,2018-08-27 12:45:00+00:00,False,,51.517497,-0.210115,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201672,Person search,2018-08-27 12:45:00+00:00,False,,51.517497,-0.210115,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201673,Person search,2018-08-27 12:45:00+00:00,False,,51.515226,-0.193975,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201674,Person search,2018-08-27 12:45:00+00:00,False,,51.515216,-0.206183,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,,,018-08-metropolitan,27/8/2018
201675,Person search,2018-08-27 12:45:00+00:00,False,,,,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,,018-08-metropolitan,27/8/2018
201676,Person search,2018-08-27 12:45:00+00:00,False,,51.520075,-0.201711,Male,,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
201677,Person search,2018-08-27 12:45:00+00:00,False,,51.517851,-0.20678600000000005,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201678,Person search,2018-08-27 12:45:00+00:00,False,,51.517497,-0.210115,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201679,Person search,2018-08-27 12:45:00+00:00,False,,51.515216,-0.206183,Male,10-17,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201680,Person search,2018-08-27 12:45:00+00:00,False,,51.513222,-0.199329,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201681,Person search,2018-08-27 12:45:00+00:00,False,,51.517497,-0.210115,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201682,Person search,2018-08-27 12:45:00+00:00,False,,51.517851,-0.20678600000000005,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201683,Person search,2018-08-27 12:45:00+00:00,False,,51.515216,-0.206183,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201684,Person search,2018-08-27 12:45:00+00:00,False,,51.521222,-0.20083,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201685,Person search,2018-08-27 12:45:00+00:00,False,,51.517497,-0.210115,Male,18-24,White - Any other White background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201686,Person and Vehicle search,2018-08-27 12:45:00+00:00,False,,51.501853,-0.184577,Male,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,,018-08-metropolitan,27/8/2018
201687,Person search,2018-08-27 12:45:00+00:00,False,,51.518429,-0.20636,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201688,Person search,2018-08-27 12:45:00+00:00,False,,51.517311,-0.207384,Male,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201689,Person search,2018-08-27 12:45:00+00:00,False,,51.522832,-0.209098,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201690,Person search,2018-08-27 12:45:00+00:00,False,,,,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201691,Person search,2018-08-27 12:45:00+00:00,False,,51.517547,-0.216945,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201692,Person search,2018-08-27 12:45:00+00:00,False,,51.518615,-0.196839,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201693,Person search,2018-08-27 12:45:00+00:00,False,,51.522956,-0.193713,Male,18-24,White - Any other White background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201694,Person search,2018-08-27 12:45:00+00:00,False,,51.521222,-0.20083,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201695,Person search,2018-08-27 12:45:00+00:00,False,,51.53422800000001,-0.19344,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201696,Person search,2018-08-27 12:45:00+00:00,False,,51.517772,-0.203416,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201697,Person search,2018-08-27 12:45:00+00:00,False,,51.522956,-0.193713,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201698,Person search,2018-08-27 12:46:00+00:00,False,,51.519429,-0.202948,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201699,Person search,2018-08-27 12:46:00+00:00,False,,51.533486,-0.206027,Male,10-17,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201700,Person search,2018-08-27 12:47:00+00:00,False,,,,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201701,Person search,2018-08-27 12:47:00+00:00,False,,51.521222,-0.20083,Male,,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201702,Person search,2018-08-27 12:47:00+00:00,False,,51.521222,-0.20083,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201703,Person search,2018-08-27 12:47:00+00:00,False,,51.521222,-0.20083,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201704,Person search,2018-08-27 12:48:00+00:00,False,,,,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201705,Person search,2018-08-27 12:48:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201706,Person search,2018-08-27 12:48:00+00:00,False,,51.515216,-0.206183,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201707,Person search,2018-08-27 12:48:00+00:00,False,,51.521222,-0.20083,Male,over 34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201708,Person search,2018-08-27 12:48:00+00:00,False,,,,Male,over 34,White - Any other White background,Other,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Penalty Notice for Disorder,,,018-08-metropolitan,27/8/2018
201709,Person search,2018-08-27 12:48:00+00:00,False,,51.521222,-0.20083,Male,18-24,Mixed/Multiple ethnic groups - White and Black African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201710,Person search,2018-08-27 12:48:00+00:00,False,,51.522956,-0.193713,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201711,Person search,2018-08-27 12:49:00+00:00,False,,51.517497,-0.210115,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201712,Person search,2018-08-27 12:50:00+00:00,False,,51.505348,-0.082692,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,,018-08-metropolitan,27/8/2018
201713,Person search,2018-08-27 12:50:00+00:00,False,,51.517042,-0.19572,Male,over 34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201714,Person search,2018-08-27 12:50:00+00:00,False,,51.520075,-0.201711,Male,,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201715,Person search,2018-08-27 12:50:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201716,Person search,2018-08-27 12:50:00+00:00,False,,51.515226,-0.193975,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201717,Person search,2018-08-27 12:50:00+00:00,False,,51.522956,-0.193713,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201718,Person search,2018-08-27 12:50:00+00:00,False,,51.522956,-0.193713,Male,25-34,Black/African/Caribbean/Black British - African,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201719,Person search,2018-08-27 12:50:00+00:00,False,,51.522956,-0.193713,Male,18-24,White - Any other White background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201720,Person search,2018-08-27 12:50:00+00:00,False,,51.522956,-0.193713,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201721,Person search,2018-08-27 12:50:00+00:00,False,,51.519429,-0.202948,Male,,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201722,Person search,2018-08-27 12:50:00+00:00,False,,51.524743,-0.211777,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201723,Person search,2018-08-27 12:50:00+00:00,False,,51.515216,-0.206183,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201724,Person search,2018-08-27 12:50:00+00:00,False,,51.5146,-0.197113,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201725,Person search,2018-08-27 12:50:00+00:00,False,,,,Male,10-17,White - Any other White background,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
201726,Person search,2018-08-27 12:50:00+00:00,False,,51.517497,-0.210115,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Community resolution,,,018-08-metropolitan,27/8/2018
201727,Person search,2018-08-27 12:50:00+00:00,False,,51.5146,-0.197113,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Arrest,,,018-08-metropolitan,27/8/2018
201728,Person search,2018-08-27 12:50:00+00:00,False,,51.521222,-0.20083,Male,,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201729,Person search,2018-08-27 12:50:00+00:00,False,,51.521222,-0.20083,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
201730,Person search,2018-08-27 12:50:00+00:00,False,,51.519429,-0.202948,Male,18-24,Other ethnic group - Not stated,Black,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,A no further action disposal,,,018-08-metropolitan,27/8/2018
